County,Precinct Number,Location,Address,Zipcode
Broward,E014,Parkridge Church,"5600 Coral Ridge Dr, Coral Springs, FL",33076
Broward,E015,Coral Glades High School,"2700 Sportsplex Dr, Coral Springs, FL",33065
Broward,E016,Tennis Center of Coral Springs,"2575 Sportplex Dr, Coral Springs, FL",33065
Broward,E017,Coral Springs High School,"7201 W Sample Rd, Coral Springs, FL",33065
Broward,F001,Coconut Creek Recreation Complex,"4455 Sol Press Blvd, Coconut Creek, FL",33073
Broward,F002,Winston Park Elementary School,"4000 Winston Park Blvd, Coconut Creek, FL",33073
Broward,F003,Coconut Creek Governmental Center,"4800 W Copans Rd, Coconut Creek, FL",33063
Broward,F004,Wynmoor Comm. Council West Wing,"1300 Avenue Of The Stars, Coconut Creek, FL",33066
Broward,F005,Coconut Creek Community Center,"1100 Lyons Rd, Coconut Creek, FL",33066
Broward,F006,Coconut Creek Community Center,"1100 Lyons Rd, Coconut Creek, FL",33066
Broward,F007,Coconut Creek Community Center,"1100 Lyons Rd, Coconut Creek, FL",33066
Broward,F008,Monarch High School,"5050 Wiles Rd, Coconut Creek, FL",33073
Broward,F009,Coconut Creek Recreation Complex,"4455 Sol Press Blvd, Coconut Creek, FL",33073
Broward,G001,Coral Bay Clubhouse,"3101 S Bay Dr, Margate, FL",33063
Broward,G002,Liberty Elementary School,"2450 Banks Rd, Margate, FL",33063
Broward,G003,Charley Katz Community Center,"6111 NW 10th St, Margate, FL",33063
Broward,G004,Margate Middle School,"500 NW 65th Ave, Margate, FL",33063
Broward,G005,Oakland Hills Social Center,"800 SW 51st Ave, Margate, FL",33068
Broward,G006,Atlantic West Elementary School,"301 NW 69th Ter, Margate, FL",33063
Broward,G007,Oriole Gardens Phase 1 Clubhouse,"7400 NW 5th Ct, Margate, FL",33063
Broward,G008,Paradise Gardens Section 4 CH,"7700 Margate Blvd, Margate, FL",33063
Broward,G009,Cokesbury United Methodist Church,"1801 NW 65th Ave, Margate, FL",33063
Broward,G010,Holiday Springs Village Recreation,"3131 Holiday Springs Blvd, Margate, FL",33063
Broward,H001,Broadview Elementary School,"1800 SW 62nd Ave, North Lauderdale, FL",33068
Broward,H002,Broadview Elementary School,"1800 SW 62nd Ave, North Lauderdale, FL",33068
Broward,H003,North Lauderdale Elementary,"7500 Kimberly Blvd, North Lauderdale, FL",33068
Broward,H004,Municipal Complex N Laud City Hall,"701 SW 71st Ave, North Lauderdale, FL",33068
Broward,H005,Silver Lakes Middle School,"7600 Tam O'Shanter Blvd, North Lauderdale, FL",33068
Broward,H006,Municipal Complex N Laud City Hall,"701 SW 71st Ave, North Lauderdale, FL",33068
Broward,H007,Pinewood Elementary School,"1600 SW 83rd Ave, North Lauderdale, FL",33068
Broward,J001,Tamarac Lakes Assoc. South Clubhouse,"2800 W Commercial Blvd, Ft Lauderdale, FL",33309
Broward,J002,Mainlands 1 & 2 Clubhouse,"4301 Mainlands Dr, Tamarac, FL",33319
Broward,J003,Tamarac Moose Lodge #2267,"6191 Rock Island Rd, Tamarac, FL",33319
Broward,J004,Tamarac Moose Lodge #2267,"6191 Rock Island Rd, Tamarac, FL",33319
Broward,J005,Mainland Section 8 Clubhouse,"5711 NW 67th Ave, Tamarac, FL",33321
Broward,J006,Vanguard Village #15 Clubhouse,"6320 Brookwood Blvd, Tamarac, FL",33321
Broward,J007,Forsythe Colony Sect. 16 Clubhouse,"7100 NW 76th St, Tamarac, FL",33321
Broward,J008,City of Tamarac Multi-Purpose Ctr.,"7531 N University Dr, Tamarac, FL",33321
Broward,J009,Tamarac Branch Library,"8701 W Commercial Blvd, Tamarac, FL",33351
Broward,J010,Millennium Collegiate Academy 6-12,"5803 NW 94th Ave, Tamarac, FL",33321
Broward,J011,Kings Point Clubhouse,"7620 N Nob Hill Rd, Tamarac, FL",33321
Broward,J012,Kings Point Clubhouse,"7620 N Nob Hill Rd, Tamarac, FL",33321
Broward,J013,Mainlands 6 Clubhouse,"4920 NW 51st Ct, Tamarac, FL",33319
Broward,K001,Lauderdale Lakes Middle School,"3911 NW 30th Ave, Lauderdale Lakes, FL",33309
Broward,K002,Lauderdale Lakes Educational and Cultural Center,"3580 W Oakland Park Blvd, Lauderdale Lakes, FL",33311
Broward,K003,Willie L. Webb Sr. Park,"3601 NW 21st St, Lauderdale Lakes, FL",33311
Broward,K004,First Baptist Church Piney Grove,"4699 W Oakland Park Blvd, Lauderdale Lakes, FL",33313
Broward,K005,Lauderdale Lakes Multi-Purp. Center,"4340 NW 36th St, Lauderdale Lakes, FL",33319
Broward,K006,Merrell United Methodist Church,"3900 N State Road 7, Lauderdale Lakes, FL",33319
Broward,K007,Merrell United Methodist Church,"3900 N State Road 7, Lauderdale Lakes, FL",33319
Broward,K008,Oriole Elementary School,"3081 NW 39th St, Lauderdale Lakes, FL",33309
Broward,L001,St. George Community Center,"3501 NW 8th St, Lauderhill, FL",33311
Broward,L002,Herbert Sadkin Community Center,"1176 NW 42nd Way, Lauderhill, FL",33313
Broward,L003,Castle Gardens Recreation Center,"4850 NW 22nd Ct, Lauderhill, FL",33313
Broward,L004,Lauderhill Paul Turner Elementary School,"1500 NW 49th Ave, Lauderhill, FL",33313
Broward,L005,Royal Palm Elementary School,"1951 NW 56th Ave, Lauderhill, FL",33313
Broward,L006,Boys & Girls Club,"5455 NW 19th St, Lauderhill, FL",33313
Broward,L007,Lauderhill City Hall,"5581 W Oakland Park Blvd, Lauderhill, FL",33313
Broward,L008,Environ Cultural Center,"3800 Environ Blvd, Lauderhill, FL",33319
Broward,L009,Veterans Park,"7600 NW 50th St, Lauderhill, FL",33351
Broward,L010,Larkdale Elementary School,"3250 NW 12th Pl, Lauderhill, FL",33311
Broward,M001,"Water Bridge Corporation, Inc.","1050 Del Lago Cir, Sunrise, FL",33313
Broward,M002,Village Civic Center,"6800 Sunset Strip, Sunrise, FL",33313
Broward,M003,City of Sunrise Fire Station #59,"8330 NW 27th PL, Sunrise, FL",33322
Broward,M004,Sunrise Lakes Phase 2 Auditorium,"8120 Sunrise Lakes Blvd, Sunrise, FL",33322
Broward,M005,Piper High School,"8000 NW 44th St, Sunrise, FL",33351
Broward,M006,Sunrise Lakes Phase 3,"9361 Sunrise Lakes Blvd, Sunrise, FL",33322
Broward,M007,Welleby Elementary School,"3230 Nob Hill Rd, Sunrise, FL",33351
Broward,M008,Piper High School,"8000 NW 44th St, Sunrise, FL",33351
Broward,M009,Westpine Middle School,"9393 NW 50th St, Sunrise, FL",33351
Broward,M010,Westpine Middle School,"9393 NW 50th St, Sunrise, FL",33351
Broward,M011,Sunrise Athletic Complex,"11501 NW 44th St, Sunrise, FL",33323
Broward,M012,Sunrise Civic Center Grand Ballroom,"10610 W Oakland Park Blvd, Sunrise, FL",33351
Broward,M013,Nob Hill Soccer Club,"10200 Sunset Strip, Sunrise, FL",33322
Broward,M014,Flamingo Park,"12855 NW 8th St, Sunrise, FL",33323
Broward,M015,Flamingo Park,"12855 NW 8th St, Sunrise, FL",33323
Broward,M016,New River Civic Center,"60 Weston Rd, Sunrise, FL",33326
Broward,M017,New River Civic Center,"60 Weston Rd, Sunrise, FL",33326
Broward,M018,Sunrise Lakes Phase 4 Main Clubhouse,"10102 Sunrise Lakes Blvd, Sunrise, FL",33322
Broward,N001,Jim Ward Community Center,"301 NW 46th Ave, Plantation, FL",33317
Broward,N002,Jim Ward Community Center,"301 NW 46th Ave, Plantation, FL",33317
Broward,N003,South Plantation High School,"1300 Paladin Way, Plantation, FL",33317
Broward,N004,Plantation Park Elementary School,"875 SW 54th Ave, Plantation, FL",33317
Broward,N005,Jim Ward Community Center,"301 NW 46th Ave, Plantation, FL",33317
Broward,N006,Plantation High School,"6901 NW 16th St, Plantation, FL",33313
Broward,N007,Plantation Presbyterian Church,"901 NW 70th Ave, Plantation, FL",33317
Broward,N008,St. Gregory Catholic Church,"200 N University Dr, Plantation, FL",33324
Broward,N009,Lauderdale West Recreation Facility,"1141 NW 85th Ave, Plantation, FL",33322
Broward,N010,Lauderdale West Recreation Facility,"1141 NW 85th Ave, Plantation, FL",33322
Broward,N011,Plantation Central Park Rec. Bldg.,"9151 NW 2nd St, Plantation, FL",33324
Broward,N012,Plantation Central Park Rec. Bldg.,"9151 NW 2nd St, Plantation, FL",33324
Broward,N013,Plantation Central Park Rec. Bldg.,"9151 NW 2nd St, Plantation, FL",33324
Broward,N014,Central Park Elementary School,"777 N Nob Hill Rd, Plantation, FL",33324
Broward,N015,Volunteer Park Community Center,"12050 W Sunrise Blvd, Plantation, FL",33323
Broward,N016,Volunteer Park Community Center,"12050 W Sunrise Blvd, Plantation, FL",33323
Broward,P001,Hagen Park Community Center,"2020 Wilton Dr, Wilton Manors, FL",33305
Broward,P002,Somerset Academy Wilton Manors,"225 NW 29th St, Wilton Manors, FL",33311
Broward,Q010,Hillsboro Beach Town Hall,"1210 Hillsboro Mile, Hillsboro Beach, FL",33062
Broward,Q020,Sea Ranch Lakes Beach Club,"5300 N Ocean Blvd, Sea Ranch Lakes, FL",33308
Broward,Q030,Jarvis Hall Commission Room,"4501 N Ocean Dr, Laud By The Sea, FL",33308
Broward,Q031,Assumption Catholic Church,"2001 S Ocean Blvd, Laud By The Sea, FL",33062
Broward,Q032,Jarvis Hall Commission Room,"4501 N Ocean Dr, Laud By The Sea, FL",33308
Broward,Q040,Riverglades Elementary School,"7400 Parkside Dr, Parkland, FL",33067
Broward,Q041,Park Springs Elementary School,"5800 NW 66th Ter, Coral Springs, FL",33067
Broward,Q042,West Glades Middle School,"11000 Holmberg Rd, Parkland, FL",33076
Broward,Q043,Pine Trails Park Amphitheater,"10559 Trails End, Parkland, FL",33076
Broward,Q050,Raymond Ogelsby Preserve Rental,"3115 SW 52nd Ave, Pembroke Park, FL",33023
Broward,Q051,Pembroke Park Center Commission Room,"3150 SW 52nd Ave, Pembroke Park, FL",33023
Broward,Q060,Vacation Village Social Center,"202 Bonaventure Blvd, Weston, FL",33326
Broward,Q061,Town Center Club,"16690 Saddle Club Rd, Weston, FL",33326
Broward,Q062,Everglades Elementary School,"2900 Bonaventure Blvd, Weston, FL",33331
Broward,Q063,Weston Community Center,"20200 Saddle Club Rd, Weston, FL",33327
Broward,Q064,Tequesta Trace Middle School,"1800 Indian Trce, Weston, FL",33326
Broward,Q065,Saint Paul Lutheran Church,"580 Indian Trce, Weston, FL",33326
Broward,Q066,Eagle Point Elementary School,"100 Indian Trce, Weston, FL",33326
Broward,Q067,Weston Community Center,"20200 Saddle Club Rd, Weston, FL",33327
Broward,Q068,Weston Branch Library,"4205 Bonaventure Blvd, Weston, FL",33332
Broward,Q080,Carver Ranches Boys & Girls Club,"2205 SW 44th Ave, West Park, FL",33023
Broward,Q081,Carver Ranches Boys & Girls Club,"2205 SW 44th Ave, West Park, FL",33023
Broward,Q082,McTyre Park Community Center,"3501 SW 56th Ave, West Park, FL",33023
Broward,Q090,Southwest Ranches Town Hall,"13400 Griffin Rd, Southwest Ranches, FL",33330
Broward,Q091,Southwest Ranches Town Hall,"13400 Griffin Rd, Southwest Ranches, FL",33330
Broward,Q092,Grace Baptist Church,"19200 Griffin Rd, Southwest Ranches, FL",33332
Broward,Q093,Grace Baptist Church,"19200 Griffin Rd, Southwest Ranches, FL",33332
Broward,R001,Chase Stadium,"1350 NW 55th St, Ft Lauderdale, FL",33309
Broward,R002,Chase Stadium,"1350 NW 55th St, Ft Lauderdale, FL",33309
Broward,R003,Floranada Elementary School,"5251 NE 14th Way, Ft Lauderdale, FL",33334
Broward,R004,Christ Community Church,"901 E McNab Rd, Pompano Beach, FL",33060
Broward,R005,Floranada Elementary School,"5251 NE 14th Way, Ft Lauderdale, FL",33334
Broward,R006,Fire Station #35,"1969 E Commercial Blvd, Ft Lauderdale, FL",33308
Broward,R007,"St. Coleman Church ""Holy Family Center""","1284 S Federal Hwy, Pompano Beach, FL",33062
Broward,R008,Christ Church United Methodist,"4845 NE 25th Ave, Ft Lauderdale, FL",33308
Broward,R009,City of Ft. Lauderdale Comm Center,"3351 NE 33rd Ave, Ft Lauderdale, FL",33308
Broward,R010,Blessed Sacrament Catholic Church,"1701 E Oakland Park Blvd, Oakland Park, FL",33334
Broward,R011,George English Park Community Ctr.,"1101 Bayview Dr, Ft Lauderdale, FL",33304
Broward,R012,St. Pius X Catholic Church,"2500 NE 33rd Ave, Ft Lauderdale, FL",33305
Broward,R013,St. Sebastian Catholic Church,"2000 SE 25th Ave, Ft Lauderdale, FL",33316
Broward,R014,Harbordale Elementary School,"900 SE 15th St, Ft Lauderdale, FL",33316
Broward,R015,Trinity Lutheran Church,"11 SW 11th St, Ft Lauderdale, FL",33315
Broward,R016,Trinity Lutheran Church,"11 SW 11th St, Ft Lauderdale, FL",33315
Broward,R017,Virginia S. Young Elementary School,"101 NE 11th Ave, Ft Lauderdale, FL",33301
Broward,R018,Holiday Park Social Center,"1150 G Harold Martin Dr, Ft Lauderdale, FL",33304
Broward,R019,Warfield Park Recreation Center,"1000 N Andrews Ave, Ft Lauderdale, FL",33311
Broward,R020,Warfield Park Recreation Center,"1000 N Andrews Ave, Ft Lauderdale, FL",33311
Broward,R021,Warfield Park Recreation Center,"1000 N Andrews Ave, Ft Lauderdale, FL",33311
Broward,R022,First Baptist Fort Lauderdale,"378 NE 1st St, Ft Lauderdale, FL",33301
Broward,R023,First Baptist Fort Lauderdale,"378 NE 1st St, Ft Lauderdale, FL",33301
Broward,R024,Fort Lauderdale Fire Rescue,"528 NW 2nd ST, Ft Lauderdale, FL",33311
Broward,R025,Riverside Park,"555 SW 11th Ave, Ft Lauderdale, FL",33312
Broward,R026,Ft. Lauderdale 7th Day Adventist Church,"850 Davie Blvd, Ft Lauderdale, FL",33315
Broward,R027,Stranahan High School,"1800 SW 5th Pl, Ft Lauderdale, FL",33312
Broward,R028,Hortt Park,"1700 SW 14th Ct, Ft Lauderdale, FL",33312
Broward,R029,Dayspring International Church of the Nazarene,"2300 SW 15th Ave, Ft Lauderdale, FL",33315
Broward,R030,Whiddon Rogers Education Center,"700 SW 26th St, Ft Lauderdale, FL",33315
Broward,R031,New River Middle School,"3100 Riverland Rd, Ft Lauderdale, FL",33312
Broward,R032,New River Middle School,"3100 Riverland Rd, Ft Lauderdale, FL",33312
Broward,R033,Hortt Park,"1700 SW 14th Ct, Ft Lauderdale, FL",33312
Broward,R034,Stephen Foster Elementary School,"3471 SW 22nd St, Ft Lauderdale, FL",33312
Broward,R035,Stephen Foster Elementary School,"3471 SW 22nd St, Ft Lauderdale, FL",33312
Broward,R036,New Hope Seventh-Day Adventist Church,"545 E Campus Cir, Ft Lauderdale, FL",33312
Broward,R037,Riverland Park,"950 SW 27th Ave, Ft Lauderdale, FL",33312
Broward,R038,Old Dillard Museum,"1009 NW 4th St, Ft Lauderdale, FL",33311
Broward,R039,Sunland Park Academy,"919 NW 13th Ter, Ft Lauderdale, FL",33311
Broward,R040,Lauderdale Manors Community Center,"1340 Chateau Park Dr, Ft Lauderdale, FL",33311
Broward,R041,Thurgood Marshall Elementary School,"800 NW 13th St, Ft Lauderdale, FL",33311
Broward,R042,Int'l Longshoremen's Local #1526,"440 NW 6th St, Ft Lauderdale, FL",33311
Broward,R043,Dillard Elementary School,"2330 NW 12th Ct, Ft Lauderdale, FL",33311
Broward,R044,Osswald Park,"2220 NW 21st Ave, Ft Lauderdale, FL",33311
Broward,R045,First Presbyterian Church,"451 Tarpon Dr, Ft Lauderdale, FL",33301
Broward,R046,Sunrise Middle School,"1750 NE 14th St, Ft Lauderdale, FL",33304
Broward,R047,Old Dillard Museum,"1009 NW 4th St, Ft Lauderdale, FL",33311
Broward,S001,Olsen Middle School,"330 SE 11th Ter, Dania Beach, FL",33004
Broward,S002,"Frost Park, City of Dania Beach","300 NE 2nd St, Dania Beach, FL",33004
Broward,S003,C.W. Thomas Community Center Park,"100 NW 8th Ave, Dania Beach, FL",33004
Broward,S004,Estates of Ft Lauderdale Clubhouse,"2850 SW 54th St, Dania Beach, FL",33312
Broward,S005,Patrick J Meli Aquatic Complex,"2901 SW 52nd St, Dania Beach, FL",33312
Broward,T001,Meadowbrook Elementary School,"2300 SW 46th Ave, Ft Lauderdale, FL",33317
Broward,T002,Meadowbrook Elementary School,"2300 SW 46th Ave, Ft Lauderdale, FL",33317
Broward,T003,McFatter Technical School,"6500 Nova Dr, Davie, FL",33317
Broward,T004,Davie Police Athletic League,"4300 SW 57th Ter, Davie, FL",33314
Broward,T005,Boys & Girls Club (Rick & Rita Case Club),"7525 NW 33rd St, Davie, FL",33024
Broward,T006,Boys & Girls Club (Rick & Rita Case Club),"7525 NW 33rd St, Davie, FL",33024
Broward,T007,Boys & Girls Club (Rick & Rita Case Club),"7525 NW 33rd St, Davie, FL",33024
Broward,T008,Davie Elementary School,"7025 SW 39th St, Davie, FL",33314
Broward,T009,Old Davie School,"6650 Griffin Rd, Davie, FL",33314
Broward,T010,Pine Island Multipurpose Center,"3801 S Pine Island Rd, Davie, FL",33328
Broward,T011,Pine Island Multipurpose Center,"3801 S Pine Island Rd, Davie, FL",33328
Broward,T012,Pine Island Ridge Country Club,"9400 Pine Ridge Dr, Davie, FL",33324
Broward,T013,Tree Tops Park (Oak Ridge Auditorium),"3900 SW 100th Ave, Davie, FL",33328
Broward,T014,Scarborough Homeowners Association,"10950 Scarborough Dr, Davie, FL",33324
Broward,T015,Robbins Lodge Community Hall,"4005 S Hiatus Rd, Davie, FL",33330
Broward,T016,Robbins Lodge Community Hall,"4005 S Hiatus Rd, Davie, FL",33330
Broward,T017,Rexmere Village Wharf Clubhouse,"11300 Rexmere Blvd, Davie, FL",33325
Broward,T018,Paradise Village Clubhouse,"12850 W State Road 84, Davie, FL",33325
Broward,T019,Western High School,"1200 SW 136th Ave, Davie, FL",33325
Broward,T020,Rick Case Honda Dealership,"15700 Rick Case Honda Way, Davie, FL",33331
Broward,T021,Rick Case Honda Dealership,"15700 Rick Case Honda Way, Davie, FL",33331
Broward,T022,Ivanhoe Fire Station Community Room,"6101 SW 148th Ave, Davie, FL",33325
Broward,T023,Hawkes Bluff Elementary School,"5900 SW 160th Ave, Davie, FL",33331
Broward,T024,Hawkes Bluff Elementary School,"5900 SW 160th Ave, Davie, FL",33331
Broward,U001,Cooper City Community Center,"9000 SW 50th Pl, Cooper City, FL",33328
Broward,U002,Cooper City Community Center,"9000 SW 50th Pl, Cooper City, FL",33328
Broward,U003,Cooper City High School,"9401 Stirling Rd, Cooper City, FL",33028
Broward,U004,Cooper City Pool & Tennis Center,"11600 Stonebridge Pkwy, Cooper City, FL",33026
Broward,U005,Temple Beth Emet,"4807 S Flamingo Rd, Cooper City, FL",33330
Broward,U006,Griffin Elementary School,"5050 SW 116th Ave, Cooper City, FL",33330
Broward,U007,Temple Beth Emet,"4807 S Flamingo Rd, Cooper City, FL",33330
Broward,U008,Embassy Lakes Clubhouse,"3522 Embassy Dr, Cooper City, FL",33026
Broward,V001,Hollywood Beach Community Center,"1301 S Ocean Dr, Hollywood, FL",33019
Broward,V002,Hollywood Performing Arts Center,"1770 Monroe St, Hollywood, FL",33020
Broward,V003,First Baptist Church of Hollywood,"1701 Monroe St, Hollywood, FL",33020
Broward,V004,Anne Kolb Nature Center,"751 Sheridan St, Hollywood, FL",33019
Broward,V005,Anne Kolb Nature Center,"751 Sheridan St, Hollywood, FL",33019
Broward,V006,Fred Lippman Multipurpose Center,"2030 Polk St, Hollywood, FL",33020
Broward,V007,Fred Lippman Multipurpose Center,"2030 Polk St, Hollywood, FL",33020
Broward,V008,McNicol Middle School,"1602 S 27th Ave, Hollywood, FL",33020
Broward,V009,Oakridge Elementary School,"1507 N 28th Ave, Hollywood, FL",33020
Broward,V010,Oakridge Elementary School,"1507 N 28th Ave, Hollywood, FL",33020
Broward,V011,Martin Luther King Jr. Community Center,"2400 Charleston St, Hollywood, FL",33020
Broward,V012,T. Y. Park,"3300 N Park Rd, Hollywood, FL",33021
Broward,V013,Hollywood Gardens Condominium 1,"3301 Farragut St, Hollywood, FL",33021
Broward,V014,Hollywood Hills High School,"5400 Stirling Rd, Hollywood, FL",33021
Broward,V015,Luther Memorial Church,"1925 N State Road 7, Hollywood, FL",33021
Broward,V016,First United Church of Christ,"200 N 46th Ave, Hollywood, FL",33021
Broward,V017,David Park Community Center,"108 N 33rd Ct, Hollywood, FL",33021
Broward,V018,Orange Brook Elementary School,"715 S 46th Ave, Hollywood, FL",33021
Broward,V019,Hillcrest Recreation Building #2,"1151 S Hillcrest Ct, Hollywood, FL",33021
Broward,V020,Washington Park Community Center,"5199 Pembroke Rd, Hollywood, FL",33023
Broward,V021,Kay Gaither Community Center,"6291 Funston St, Hollywood, FL",33023
Broward,V022,Luther Memorial Church,"1925 N State Road 7, Hollywood, FL",33021
